OriginalAddress,AddressNumber,StreetName,StreetNamePostType,IntersectionSeparator,SecondStreetName,StreetNamePostDirectional,Recipient,StreetNamePreType,Unable to parse,OccupancyIdentifier,AddressNumberSuffix,StreetNamePreDirectional
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
153X CONCORDIA AV ,153X,CONCORDIA,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
23X HAMLINE AV N,23X,HAMLINE,AV,,,N,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
113X UNIVERSITY AV W,113X,UNIVERSITY,AV,,,W,,,,,,
134X UNIVERSITY AV W,134X,UNIVERSITY,AV,,,W,,,,,,
118X ASHLAND AV ,118X,ASHLAND,AV,,,,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
141X UNIVERSITY AV W,141X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
157X UNIVERSITY AV W,157X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
116X SELBY AV ,116X,SELBY,AV,,,,,,,,,
176X CARROLL AV ,176X,CARROLL,AV,,,,,,,,,
9X LEXINGTON PA N,9X,LEXINGTON,PA,,,N,,,,,,
8X SNELLING AV N,8X,SNELLING,AV,,,N,,,,,,
190X CARROLL AV ,190X,CARROLL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
8X SNELLING AV N,8X,SNELLING,AV,,,N,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
141X UNIVERSITY AV W,141X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
148X UNIVERSITY AV W,148X,UNIVERSITY,AV,,,W,,,,,,
211X SUMMIT AV ,211X,SUMMIT,AV,,,,,,,,,
22X EXETER PL ,22X,EXETER,PL,,,,,,,,,
149X LAUREL AV ,149X,LAUREL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
211X SUMMIT AV ,211X,SUMMIT,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
120X HAGUE AV ,120X,HAGUE,AV,,,,,,,,,
160X LAUREL AV ,160X,LAUREL,AV,,,,,,,,,
171X ASHLAND AV ,171X,ASHLAND,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
137X UNIVERSITY AV W,137X,UNIVERSITY,AV,,,W,,,,,,
HERSCHEL ST  & SHIELDS,,HERSCHEL,ST,&,SHIELDS,,,,,,,
146X SELBY AV ,146X,SELBY,AV,,,,,,,,,
41X FINN ST N,41X,FINN,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
181X SELBY AV ,181X,SELBY,AV,,,,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
16X MONTROSE PL ,16X,MONTROSE,PL,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
28X SNELLING AV N,28X,SNELLING,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
137X UNIVERSITY AV W,137X,UNIVERSITY,AV,,,W,,,,,,
160X UNIVERSITY AV W,160X,UNIVERSITY,AV,,,W,,,,,,
233X MARSHALL AV ,233X,MARSHALL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
137X UNIVERSITY AV W,137X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
211X SUMMIT AV ,211X,SUMMIT,AV,,,,,,,,,
39X DUNLAP ST N,39X,DUNLAP,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
133X MARSHALL AV ,133X,MARSHALL,AV,,,,,,,,,
118X LAUREL AV ,118X,LAUREL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
124X STANTHONY AV ,124X,STANTHONY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
47X HERSCHEL ST ,47X,HERSCHEL,ST,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
37X LEXINGTON PA N,37X,LEXINGTON,PA,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
149X SUMMIT AV ,149X,SUMMIT,AV,,,,,,,,,
MOORE ST  & PORTLAND,,MOORE,ST,&,PORTLAND,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
41X FINN ST N,41X,FINN,ST,,,N,,,,,,
141X UNIVERSITY AV W,141X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
124X STANTHONY AV ,124X,STANTHONY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
124X STANTHONY AV ,124X,STANTHONY,AV,,,,,,,,,
40X DEWEY ST ,40X,DEWEY,ST,,,,,,,,,
191X CARROLL AV ,191X,CARROLL,AV,,,,,,,,,
172X UNIVERSITY AV W,172X,UNIVERSITY,AV,,,W,,,,,,
138X PORTLAND AV ,138X,PORTLAND,AV,,,,,,,,,
156X UNIVERSITY AV W,156X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
133X SELBY AV ,133X,SELBY,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
152X HAGUE AV ,152X,HAGUE,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
124X STANTHONY AV ,124X,STANTHONY,AV,,,,,,,,,
17X LEXINGTON PA N,17X,LEXINGTON,PA,,,N,,,,,,
181X UNIVERSITY AV W,181X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
155X UNIVERSITY AV W,155X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
36X HAMLINE AV N,36X,HAMLINE,AV,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
190X FERONIA AV ,190X,FERONIA,AV,,,,,,,,,
154X UNIVERSITY AV W,154X,UNIVERSITY,AV,,,W,,,,,,
43X ROY ST N,43X,ROY,ST,,,N,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
150X LAUREL AV ,150X,LAUREL,AV,,,,,,,,,
DAYTON AV  & MONTROSE,,DAYTON,AV,&,MONTROSE,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
217X MARSHALL AV ,217X,MARSHALL,AV,,,,,,,,,
127X MARSHALL AV ,127X,MARSHALL,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
5X SNELLING AV N,5X,SNELLING,AV,,,N,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
159X STANTHONY AV ,159X,STANTHONY,AV,,,,,,,,,
142X UNIVERSITY AV W,142X,UNIVERSITY,AV,,,W,,,,,,
214X UNIVERSITY AV W,214X,UNIVERSITY,AV,,,W,,,,,,
182X FERONIA AV ,182X,FERONIA,AV,,,,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
144X UNIVERSITY AV W,144X,UNIVERSITY,AV,,,W,,,,,,
140X UNIVERSITY AV W,140X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
130X UNIVERSITY AV W,130X,UNIVERSITY,AV,,,W,,,,,,
145X UNIVERSITY AV W,145X,UNIVERSITY,AV,,,W,,,,,,
146X UNIVERSITY AV W,146X,UNIVERSITY,AV,,,W,,,,,,
151X HAGUE AV ,151X,HAGUE,AV,,,,,,,,,
179X SELBY AV ,179X,SELBY,AV,,,,,,,,,
18X CLEVELAND AV S,18X,CLEVELAND,AV,,,S,,,,,,
20X WOODLAWN AV ,20X,WOODLAWN,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
218X FAIRMOUNT AV ,218X,FAIRMOUNT,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
139X RANDOLPH AV ,139X,RANDOLPH,AV,,,,,,,,,
150X STCLAIR AV ,150X,STCLAIR,AV,,,,,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
BRIMHALL ST  & RANDOLPH,,BRIMHALL,ST,&,RANDOLPH,,,,,,,
47X FAIRVIEW AV S,47X,FAIRVIEW,AV,,,S,,,,,,
123X RANDOLPH AV ,123X,RANDOLPH,AV,,,,,,,,,
171X WELLESLEY AV ,171X,WELLESLEY,AV,,,,,,,,,
189X GRAND AV ,189X,GRAND,AV,,,,,,,,,
191X GRAND AV ,191X,GRAND,AV,,,,,,,,,
204X JEFFERSON AV ,204X,JEFFERSON,AV,,,,,,,,,
160X GRAND AV ,160X,GRAND,AV,,,,,,,,,
201X FAIRMOUNT AV ,201X,FAIRMOUNT,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
10X CLEVELAND AV S,10X,CLEVELAND,AV,,,S,,,,,,
189X GRAND AV ,189X,GRAND,AV,,,,,,,,,
189X GRAND AV ,189X,GRAND,AV,,,,,,,,,
187X GOODRICH AV ,187X,GOODRICH,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
198X PRINCETON AV ,198X,PRINCETON,AV,,,,,,,,,
188X STCLAIR AV ,188X,STCLAIR,AV,,,,,,,,,
205X GRAND AV ,205X,GRAND,AV,,,,,,,,,
164X GRAND AV ,164X,GRAND,AV,,,,,,,,,
6X SNELLING AV S,6X,SNELLING,AV,,,S,,,,,,
190X STANFORD AV ,190X,STANFORD,AV,,,,,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
177X STCLAIR AV ,177X,STCLAIR,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
31X BRIMHALL ST ,31X,BRIMHALL,ST,,,,,,,,,
181X RANDOLPH AV ,181X,RANDOLPH,AV,,,,,,,,,
133X SARGENT AV ,133X,SARGENT,AV,,,,,,,,,
47X FAIRVIEW AV S,47X,FAIRVIEW,AV,,,S,,,,,,
133X SARGENT AV ,133X,SARGENT,AV,,,,,,,,,
137X PALACE AV ,137X,PALACE,AV,,,,,,,,,
133X SARGENT AV ,133X,SARGENT,AV,,,,,,,,,
149X STCLAIR AV ,149X,STCLAIR,AV,,,,,,,,,
148X LINCOLN AV ,148X,LINCOLN,AV,,,,,,,,,
156X GRAND AV ,156X,GRAND,AV,,,,,,,,,
CLEVELAND AV S & SARGENT,,,,,,,CLEVELAND AV S & SARGENT,,,,,
FINN ST S & SUMMIT,,,,,,,,,FINN ST S & SUMMIT,,,
48X LEXINGTON PA S,48X,LEXINGTON,PA,,,S,,,,,,
186X GOODRICH AV ,186X,GOODRICH,AV,,,,,,,,,
119X RANDOLPH AV ,119X,RANDOLPH,AV,,,,,,,,,
41X SNELLING AV S,41X,SNELLING,AV,,,S,,,,,,
137X JAMES AV ,137X,JAMES,AV,,,,,,,,,
153X JEFFERSON AV ,153X,JEFFERSON,AV,,,,,,,,,
42X PASCAL ST S,42X,PASCAL,ST,,,S,,,,,,
MISSISSIPPIRIVER BD N & SUMMIT,,,,,,,MISSISSIPPIRIVER BD N & SUMMIT,,,,,
25X MACALESTER ST ,25X,MACALESTER,ST,,,,,,,,,
44X HAMLINE AV S,44X,HAMLINE,AV,,,S,,,,,,
129X GRAND AV ,129X,GRAND,AV,,,,,,,,,
MISSISSIPPIRIVER BD N & SUMMIT,,,,,,,MISSISSIPPIRIVER BD N & SUMMIT,,,,,
168X STANFORD AV ,168X,STANFORD,AV,,,,,,,,,
32X GRIGGS ST S,32X,GRIGGS,ST,,,S,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
45X SNELLING AV S,45X,SNELLING,AV,,,S,,,,,,
154X GRAND AV ,154X,GRAND,AV,,,,,,,,,
132X GRAND AV ,132X,GRAND,AV,,,,,,,,,
196X LINCOLN AV ,196X,LINCOLN,AV,,,,,,,,,
MACALESTER ST  & SUMMIT,,MACALESTER,ST,&,SUMMIT,,,,,,,
169X WELLESLEY AV ,169X,WELLESLEY,AV,,,,,,,,,
183X STCLAIR AV ,183X,STCLAIR,AV,,,,,,,,,
149X LINCOLN AV ,149X,LINCOLN,AV,,,,,,,,,
139X PALACE AV ,139X,PALACE,AV,,,,,,,,,
GRAND AV  & PRIOR,,GRAND,AV,&,PRIOR,,,,,,,
GRAND AV  & HAMLINE,,GRAND,AV,&,HAMLINE,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
177X STCLAIR AV ,177X,STCLAIR,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
141X JEFFERSON AV ,141X,JEFFERSON,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
120X JAMES AV ,120X,JAMES,AV,,,,,,,,,
143X PALACE AV ,143X,PALACE,AV,,,,,,,,,
203X RANDOLPH AV ,203X,RANDOLPH,AV,,,,,,,,,
33X WOODLAWN AV ,33X,WOODLAWN,AV,,,,,,,,,
48X SNELLING AV S,48X,SNELLING,AV,,,S,,,,,,
210X STANFORD AV ,210X,STANFORD,AV,,,,,,,,,
193X GRAND AV ,193X,GRAND,AV,,,,,,,,,
197X WELLESLEY AV ,197X,WELLESLEY,AV,,,,,,,,,
206X JEFFERSON AV ,206X,JEFFERSON,AV,,,,,,,,,
9X CLEVELAND AV S,9X,CLEVELAND,AV,,,S,,,,,,
170X STCLAIR AV ,170X,STCLAIR,AV,,,,,,,,,
182X STANFORD AV ,182X,STANFORD,AV,,,,,,,,,
BRIMHALL ST  & RANDOLPH,,BRIMHALL,ST,&,RANDOLPH,,,,,,,
186X WELLESLEY AV ,186X,WELLESLEY,AV,,,,,,,,,
155X GOODRICH AV ,155X,GOODRICH,AV,,,,,,,,,
191X PALACE AV ,191X,PALACE,AV,,,,,,,,,
177X JAMES AV ,177X,JAMES,AV,,,,,,,,,
24X BRIMHALL ST ,24X,BRIMHALL,ST,,,,,,,,,
130X SUMMIT AV ,130X,SUMMIT,AV,,,,,,,,,
40X BRIMHALL ST ,40X,BRIMHALL,ST,,,,,,,,,
MISSISSIPPIRIVER BD N & SUMMIT,,,,,,,MISSISSIPPIRIVER BD N & SUMMIT,,,,,
217X PRINCETON AV ,217X,PRINCETON,AV,,,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
DAVERN ST  & PALACE,,DAVERN,ST,&,PALACE,,,,,,,
48X SNELLING AV S,48X,SNELLING,AV,,,S,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
199X JULIET AV ,199X,JULIET,AV,,,,,,,,,
205X GRAND AV ,205X,GRAND,AV,,,,,,,,,
142X GRAND AV ,142X,GRAND,AV,,,,,,,,,
134X GRAND AV ,134X,GRAND,AV,,,,,,,,,
177X JEFFERSON AV ,177X,JEFFERSON,AV,,,,,,,,,
160X GRAND AV ,160X,GRAND,AV,,,,,,,,,
194X GRAND AV ,194X,GRAND,AV,,,,,,,,,
198X WELLESLEY AV ,198X,WELLESLEY,AV,,,,,,,,,
127X LINCOLN AV ,127X,LINCOLN,AV,,,,,,,,,
215X LINCOLN AV ,215X,LINCOLN,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
122X STCLAIR AV ,122X,STCLAIR,AV,,,,,,,,,
40X WOODLAWN AV ,40X,WOODLAWN,AV,,,,,,,,,
158X RANDOLPH AV ,158X,RANDOLPH,AV,,,,,,,,,
38X PASCAL ST S,38X,PASCAL,ST,,,S,,,,,,
CRETIN AV S & JEFFERSON,,CRETIN,AV,&,JEFFERSON,S,,,,,,
152X LINCOLN AV ,152X,LINCOLN,AV,,,,,,,,,
164X GRAND AV ,164X,GRAND,AV,,,,,,,,,
155X GOODRICH AV ,155X,GOODRICH,AV,,,,,,,,,
143X GRAND AV ,143X,GRAND,AV,,,,,,,,,
158X RANDOLPH AV ,158X,RANDOLPH,AV,,,,,,,,,
170X GRAND AV ,170X,GRAND,AV,,,,,,,,,
6X CLEVELAND AV S,6X,CLEVELAND,AV,,,S,,,,,,
160X GRAND AV ,160X,GRAND,AV,,,,,,,,,
202X GOODRICH AV ,202X,GOODRICH,AV,,,,,,,,,
GRAND AV  & HAMLINE,,GRAND,AV,&,HAMLINE,,,,,,,
5X HAMLINE AV S,5X,HAMLINE,AV,,,S,,,,,,
211X FAIRMOUNT AV ,211X,FAIRMOUNT,AV,,,,,,,,,
181X JEFFERSON AV ,181X,JEFFERSON,AV,,,,,,,,,
183X STCLAIR AV ,183X,STCLAIR,AV,,,,,,,,,
212X LINCOLN AV ,212X,LINCOLN,AV,,,,,,,,,
160X GRAND AV ,160X,GRAND,AV,,,,,,,,,
2X WHEELER ST S,2X,WHEELER,ST,,,S,,,,,,
GRAND AV  & HAMLINE,,GRAND,AV,&,HAMLINE,,,,,,,
5X HAMLINE AV S,5X,HAMLINE,AV,,,S,,,,,,
143X GRAND AV ,143X,GRAND,AV,,,,,,,,,
47X CLEVELAND AV S,47X,CLEVELAND,AV,,,S,,,,,,
158X RANDOLPH AV ,158X,RANDOLPH,AV,,,,,,,,,
170X SUMMIT AV ,170X,SUMMIT,AV,,,,,,,,,
180X SARGENT AV ,180X,SARGENT,AV,,,,,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
182X STCLAIR AV ,182X,STCLAIR,AV,,,,,,,,,
PRINCETON AV  & WOODLAWN,,PRINCETON,AV,&,WOODLAWN,,,,,,,
136X SARGENT AV ,136X,SARGENT,AV,,,,,,,,,
113X PALACE AV ,113X,PALACE,AV,,,,,,,,,
122X SARGENT AV ,122X,SARGENT,AV,,,,,,,,,
158X RANDOLPH AV ,158X,RANDOLPH,AV,,,,,,,,,
220X SARGENT AV ,220X,SARGENT,AV,,,,,,,,,
36X LEXINGTON PA S,36X,LEXINGTON,PA,,,S,,,,,,
202X GOODRICH AV ,202X,GOODRICH,AV,,,,,,,,,
137X WELLESLEY AV ,137X,WELLESLEY,AV,,,,,,,,,
171X GRAND AV ,171X,GRAND,AV,,,,,,,,,
152X LINCOLN AV ,152X,LINCOLN,AV,,,,,,,,,
169X STCLAIR AV ,169X,STCLAIR,AV,,,,,,,,,
25X MACALESTER ST ,25X,MACALESTER,ST,,,,,,,,,
166X GRAND AV ,166X,GRAND,AV,,,,,,,,,
3X MACALESTER ST ,3X,MACALESTER,ST,,,,,,,,,
121X EDGCUMBE RD ,121X,EDGCUMBE,RD,,,,,,,,,
182X GRAND AV ,182X,GRAND,AV,,,,,,,,,
127X FAIRMOUNT AV ,127X,FAIRMOUNT,AV,,,,,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
167X GRAND AV ,167X,GRAND,AV,,,,,,,,,
MISSISSIPPIRIVER BD S & SUMMIT,,,,,,,MISSISSIPPIRIVER BD S & SUMMIT,,,,,
127X GRAND AV ,127X,GRAND,AV,,,,,,,,,
36X LEXINGTON PA S,36X,LEXINGTON,PA,,,S,,,,,,
172X GRAND AV ,172X,GRAND,AV,,,,,,,,,
GRAND AV  & MACALESTER,,GRAND,AV,&,MACALESTER,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
132X STCLAIR AV ,132X,STCLAIR,AV,,,,,,,,,
26X SARATOGA ST S,26X,SARATOGA,ST,,,S,,,,,,
134X GRAND AV ,134X,GRAND,AV,,,,,,,,,
134X GRAND AV ,134X,GRAND,AV,,,,,,,,,
152X LINCOLN AV ,152X,LINCOLN,AV,,,,,,,,,
169X PRINCETON AV ,169X,PRINCETON,AV,,,,,,,,,
182X GRAND AV ,182X,GRAND,AV,,,,,,,,,
131X RANDOLPH AV ,131X,RANDOLPH,AV,,,,,,,,,
22X MTCURVE BD ,22X,MTCURVE,BD,,,,,,,,,
199X LINCOLN AV ,199X,LINCOLN,AV,,,,,,,,,
124X STCLAIR AV ,124X,STCLAIR,AV,,,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
203X FAIRMOUNT AV ,203X,FAIRMOUNT,AV,,,,,,,,,
216X GOODRICH AV ,216X,GOODRICH,AV,,,,,,,,,
182X JULIET AV ,182X,JULIET,AV,,,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
FAIRMOUNT AV  & SYNDICATE,,FAIRMOUNT,AV,&,SYNDICATE,,,,,,,
191X STCLAIR AV ,191X,STCLAIR,AV,,,,,,,,,
205X GRAND AV ,205X,GRAND,AV,,,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
160X WELLESLEY AV ,160X,WELLESLEY,AV,,,,,,,,,
128X LINCOLN AV ,128X,LINCOLN,AV,,,,,,,,,
3X FAIRVIEW AV S,3X,FAIRVIEW,AV,,,S,,,,,,
5X HAMLINE AV S,5X,HAMLINE,AV,,,S,,,,,,
FAIRVIEW AV S & GRAND,,,,,,,FAIRVIEW AV S & GRAND,,,,,
36X LEXINGTON PA S,36X,LEXINGTON,PA,,,S,,,,,,
158X RANDOLPH AV ,158X,RANDOLPH,AV,,,,,,,,,
166X GRAND AV ,166X,GRAND,AV,,,,,,,,,
135X SUMMIT AV ,135X,SUMMIT,AV,,,,,,,,,
32X PRIOR AV S,32X,PRIOR,AV,,,S,,,,,,
168X BEECHWOOD AV ,168X,BEECHWOOD,AV,,,,,,,,,
101X SNELLING AV S,101X,SNELLING,AV,,,S,,,,,,
184X SAUNDERS AV ,184X,SAUNDERS,AV,,,,,,,,,
206X 7 ST W,206X,7,ST,,,W,,,,,,
59X SARATOGA ST S,59X,SARATOGA,ST,,,S,,,,,,
168X NILES AV ,168X,NILES,AV,,,,,,,,,
137X STPAUL AV ,137X,STPAUL,AV,,,,,,,,,
144X STPAUL AV ,144X,STPAUL,AV,,,,,,,,,
209X FORD PA ,,,,,,,209X FORD PA,,,,,
246X 7 ST W,246X,7,ST,,,W,,,,,,
224X 7 ST W,224X,7,ST,,,W,,,,,,
108X BOWDOIN ST ,108X,BOWDOIN,ST,,,,,,,,,
96X MISSISSIPPIRIVER BD S,96X,MISSISSIPPIRIVER,BD,,,S,,,,,,
251X 7 ST W,251X,7,ST,,,W,,,,,,
178X SAUNDERS AV ,178X,SAUNDERS,AV,,,,,,,,,
166X HILLCREST AV ,166X,HILLCREST,AV,,,,,,,,,
175X WORDSWORTH AV ,175X,WORDSWORTH,AV,,,,,,,,,
